IBM_id,Entry_by,check_by,pid,ref_no.,order_no.,Planting_Info,Site Name,city,day_month,year,pieces,count_check,rodent_gaurds,wire_staple_box,fibre_mats,Total,Abies_balsamea,Acer_freemanii,Acer_nigrum,Acer_pennsylvanicum,Acer_rubrum,Acer_saccharinum,Acer_saccharum,Acer_spicatum,Achillea_millefolium,Acorus_americanus,Acorus_calamus,Agastache_nepetoides,Alisma_plantago,Allium_cernum,Alnus_rugosa,Amelanchier_arborea,Amelanchier_canadensis,Amelanchier_laevis,Ammophilia_breviligulate,Anaphalis_margeritaces,Andropogon_gerardii,Anemone_canadensis,Anemone_cylindrica,Anemone_virginiana,Antennaria_parlinii,Anthoxanthum_hirtum,Apocynum_androsaemifolium,Aquilegia_canadensis,Arisaema_triphyllum,Aronia_arbutifolia,Aronia_melanocarpa,Asarum_canadense,Asclepias_incarnata,Asclepias_sullivantii,Asclepias_syriaca,Asclepias_tuberosa,Aster_cordifolium,Aster_divaricatus,Aster_ericoides,Aster_laevis,Aster_lateriforus,Aster_macrophyllus,Aster_ptarmicoides,Aster_puniceus,Aster_umbellatus,Aster_urophyllus,Athyrium_filix-femina,Betula_alleghaniensis,Betula_papyrifera,Bouteloua_curtipendula,Buxus_microphyla,Calamagrostis_canadensis,Capanula_rotundifolia,Carex_bebbii,Carex_comosa,Carex_crinita,Carex_hystericina,Carex_pennsylvanica,Carex_pellita,Carex_pseudocyperus,Carex_stipata,Carex_stricta,Carex_trisperma,Carex_vulpinoides,Carpinus_caroliniana,Carya_cordiformis,Carya_ovata,Ceanothus_americanus,Ceonothus_americanus,Celtis_occidentalis,Cephalanthus_occidentalis,Cercis_canadensis,Chamerion_angustiflorium,Chelone_glabra,Cirsium_discolor,Clematis_virginiana,"Combretum_erythrophyllum
",Coreopsis_tripteris,Coreopsis_lanceolata,Coreopsis_verticulata,Cornus_alternifolia_,Cornus_ammomum,Cornus_canadensis,Cornus_racemosa,Cornus_sericea,Corylus_americana,Corylus_cornuta,Crataegus_mollis,Dasiphora_fruticosa,Deschampsia_caespitosa,Desmodium_canadense,Diervilla_lonicera,Doellingeria_umbellata,Echinacea_purpurea,Echinacea_pallida,Elaeagnus_commutata,Elymus_canadensis,Elymus_hystrix,Elymus_virginicus,Equsetum_hyemale,Erigeron_annus,Eupatorium_maculatum,Eupatorium_perfoliatum,Eupatorium_rugosum,Fagus_grandifolia,Fragaria_vesca,Fragaria_virginiana,Gentiana_andrewsii,Gentianopsis_crinita,Geum_triflorum,Gymnocadus_dioicus,Hamamelis_virginiana,Helenium_autumnale,Helianthus_divaricatus,Helianthus_giganteus,Helianthus_strumosus,Heliopsis_helianthoides,Hibiscus_moscheutos,Houstonia_longifolia,Hypericum_kalmianum,Hypericum_prolificum,Ilex_verticillata,Iris_pseudacores,Iris_versicolor,Juncus_effusus,Juncus_tenuis,Juniperus_communis,Juniperus_virginiana,Juglans_nigra,Juglans_cinerea,Larix_laricina,Lespedeza_capitata,Leucanthemum_vulgare,Liatris_cylindracea,Liatris_spicata,Lilium_michiganese,Lillium_philedalphium,Lindera_benzoin,Liriodendron_tulipifera,Lobelia_cardinalis,Lobelia_siphilitica,Lobelia_spicata,Lonicera_canadensis,Lupinus_perennis,Mimulus_rigens,Monarda_didyma,Monarda_fistulosa,Myrica_gale,Novae_angliae,Nymphaea_odorata,Oenothera_biennis,Osmundastrum_cinnamomeum,Ostrya_virginiana,Panicum_virgatum,Penstemon_digitalis,Penstemon_hirsutus,Physocarpus_opulifolius,Physostegia_virginiana,Picea_glauca,Pinus_resinosa,Pinus_strobus,Platanus_occidentalis,Polystichum_acrostichoides,Pontederia_Cordata,Populus_balsamifera,Populus_deltoides,Populus_grandidentata,Populus_tremuloides,Potentilla_anserina,Potentilla_fructicosa,Potentilla_simplex,Prunus_pensylvanica,Prunus_pumila,Prunus_serotina,Prunus_virginiana,Pycnanthemum_tenuifolium,Pycnanthemum_virginianum,Quercus_alba,Quercus_bicolor,Quercus_macrocarpa,Quercus_prinoides,Quercus_rubra,Ratibida_pinnata,Rhus_aromatica,Rhus_glabra,Rhus_typhina,Ribes_americanum,Ribes_cynosbati,Rosa_acicularis,Rosa_blanda,Rosa_carolina,Rosa_palustris,Rubus_alleghaniensis,Rubus_Idaeus,Rubus_occidentalis,Rubus_odoratus,Rudbeckia_hirta,Rudbeckia_laciniata,Sagittaria_latifolia,Salix_amygdaloides,Salix_bebbiana,Salix_discolor,Salix_eriocephala,Salix_exigua,Salix_lanata,Salix_lucida,Salix_nigra,Salix_petiolaris,Salix_species,Sambucus_canadensis,Sambucus_pubens,Sambucus_racemosa,Schizachyrium_scoparium,Scirpus_acutus,Scirpus_americanum,Scirpus_atrovirens,Scirpus_cyperinus,Scirpus_fluviatilus,Scirpus_validus,Shepherdia_canadensis,Silphium_perfoliatum,Sisyrinchium_montanum,Solidago_caesia,Solidago_canadensis,Solidago_flexicaulis,Solidago_juncea,Solidago_nemoralis,Solidago_rigidum,Sorghastrum_nutans,Sparganium_eurycarpum,Spartina_pectinata,Spiraea_alba,Sporobolus_cryptandrus,Sporobolus_heterolepis,Symphoricarpos_albus,Symphoricarpos,Symphyotrichum_oolentangiense,Symphyotrichum_puniceum,Tall_cinquefoil,Thalictrum_pubescens,Thuja_occidentalis,Tilia_americana,Typha_latifolia,Tsuga_canadensis,Ulmus_americana,Ulmus_laevis,Ulmus_rubra,Ulmus_thomasii,Verbena_hastata,Verbena_simplex,Verbena_stricta,Verbena_urticifolia,Vernonia_gigantea,Viburnum_acerifolium,Viburnum_dentatum,Viburnum_lentago,Viburnum_trilobum,Vitis_riparia,Zizia_aurea
270,LB,Em ,0,51790,11923,HAB,Cold Creek Chorus Frog Wetland,King,22-Nov,2018,560,1,20,0,0,540,0,0,0,0,0,10,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,75,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,LB,Em ,0,51828,11950,RP,Cold Creek Chorus Frog Wetland,King,15-Mar,2019,1025,1,75,0,0,950,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,50,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0
272,AA,Em,0,52313,12400,EM,Cold Creek Wetland,King,07-Dec,2020,485,1,25,0,0,460,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,0,10,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,0,0,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
273,AA,AA,,50552,10582,HAB,Columbia Way - Bolton Camp R,Caledon,19-Nov,2014,3420,1,340,2015,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,75,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,LB,Em,0,51905,11957,RP,Compensation Bellissimo,Brampton,18-Jun,2019,910,1,30,0,0,880,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
275,AA,Em,0,52281,12395,EM,Compensation Morningside Tributary,Toronto,04-Dec,2020,10501,1,200,1,0,10300,0,0,50,0,0,50,0,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,200,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,0,0,0,100,0,6000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,0,0
276,AA,Em,0,52273,12370,EM,Conservation Drive Park Wetland,Brampton,03-Dec,2020,1500,1,200,0,0,1300,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35,0,15,50,0,0,0,0,0,25,0,0,0,0,0,0,150,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
277,AA,Em,0,52341,12360,IR,Conservation Drive Park Wetland,Brampton,22-Jun,2021,4647,1,546,0,0,4101,0,0,0,25,70,45,65,0,0,0,0,0,0,0,180,100,18,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,150,0,100,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,0,25,0,25,45,0,0,45,0,0,60,0,0,0,0,0,0,100,0,0,0,50,15,0,0,0,50,0,0,0,0,0,0,0,0,0,100,0,50,0,0,0,200,200,200,0,0,0,150,175,0,0,150,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,0,0,50,200,50,0,0
278,LB,Em ,0,51908,11958,RP,Conservation Drive Riparian,Brampton,18-Jun,2019,5160,1,100,0,0,5060,0,0,0,0,0,10,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,1060,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,50,20,0,0,20,0,0,0,0,0,0,0,0,0,200,450,0,0,0
279,AA,Em,0,52591,12707,RP,Conservation Drive Wetland,Brampton,07-Dec,2021,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,AA,Em,0,52481,12621,EM,Cornell Site 2,Markham,05-Oct,2021,2885,1,985,0,0,1900,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,100,75,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,150,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,0,75,50,0,0,0,0,0,75,0,0,0,80,0,0,0,80,0,50,0,100,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,20,0,0,0
281,AA,Em,0,52582,12729,EM,Cornell Spruce,Markham,07-Dec,2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,AA,Em,0,52587,12714,RP,Cotrelle Boulevard,Brampton,07-Dec,2021,4690,1,1065,0,0,3625,0,0,49,0,150,0,26,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,275,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,98,0,0,0,114,86,0,100,0,0,0,100,0,0,0,0,0,0,50,95,0,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,200,100,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,100,105,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
283,AA,Em,0,52319,12412,EM,Cougs Pond BIO,Ajax,07-Dec,2020,500,1,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,AA,Em,0,52290,12430,EM,Cougs Remmer OFAH Upland,Ajax,07-Dec,2020,1200,1,300,0,0,900,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
285,AA,Em,0,52311,12431,EM,Cougs Remmer Riparian,Ajax,07-Dec,2020,6000,1,700,0,0,5300,0,0,0,0,100,100,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,150,0,150,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,10,0,10,0,0,0,50,50,0,100,0,0,0,0,0,0,100,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,150,0,0,1500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0,0,0,0,0,0,0,0,250,100,0,0,0
286,AA,Em,0,52550,12717,RP,Cougs Remmer Stream Restoration,Pickering,03-Dec,2021,875,1,125,0,0,750,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
287,AA,AA,,50875,11003,HAB,Countryside Watermian R,Brampton,04-Jun,2016,1235,1,205,0,0,1030,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,110,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,0,0,0,0,70,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,0,0,0
288,AA,AA,,50357,10382,HAB,County Court SNAP Site 1,Brampton,15-May,2014,805,1,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
